epoch,step,train_loss,val_loss
0,11,,0.1047915667295456
1,23,,0.035918399691581726
2,35,,0.026571042835712433
3,47,,0.009721452370285988
4,49,0.009811737574636936,
4,59,,0.005367005243897438
5,71,,0.005328962113708258
6,83,,0.005907881539314985
7,95,,0.004278776701539755
8,99,0.005963088478893042,
8,107,,0.004171360284090042
9,119,,0.0038561057299375534
10,131,,0.003629579907283187
11,143,,0.0034394676331430674
12,149,0.0041584414429962635,
12,155,,0.003641347400844097
13,167,,0.0032716027926653624
14,179,,0.0031146553810685873
15,191,,0.0033436056692153215
16,199,0.004676805809140205,
16,203,,0.003933639731258154
17,215,,0.0036072968505322933
18,227,,0.0028699084650725126
19,239,,0.003210334340110421
20,249,0.004084713291376829,
20,251,,0.0029730401001870632
21,263,,0.0027556305285543203
22,275,,0.0027040988206863403
23,287,,0.0029479684308171272
24,299,0.0029289890080690384,
24,299,,0.0029207284096628428
25,311,,0.0026304195635020733
26,323,,0.002679906552657485
27,335,,0.0026802693028002977
28,347,,0.0026590784545987844
29,349,0.0023183648008853197,
29,359,,0.0033670617267489433
30,371,,0.002563473768532276
31,383,,0.0026315755676478148
32,395,,0.0027232610154896975
33,399,0.003241524565964937,
33,407,,0.002580616157501936
34,419,,0.0026402357034385204
35,431,,0.0025470161344856024
36,443,,0.0025660675019025803
37,449,0.00221268180757761,
37,455,,0.002547779818996787
38,467,,0.0025072027929127216
39,479,,0.0025058509781956673
