epoch,step,train_loss,val_loss
0,49,0.03026602789759636,
0,62,,0.2273092418909073
1,99,0.0021556378342211246,
1,125,,0.243567556142807
2,149,0.0021572536788880825,
2,188,,0.20875656604766846
3,199,0.002796612214297056,
3,249,0.022269928827881813,
3,251,,0.1638861894607544
4,299,0.00293811340816319,
4,314,,0.10758830606937408
5,349,0.00016771633818279952,
5,377,,0.07743868976831436
6,399,0.0012547518126666546,
6,440,,0.05646997317671776
7,449,0.0028573093004524708,
7,499,0.00399653147906065,
7,503,,0.04950106516480446
8,549,0.0003428154159337282,
8,566,,0.02362849935889244
9,599,0.0005307049723342061,
9,629,,0.09464974701404572
10,649,0.0008683484047651291,
10,692,,0.02935200370848179
11,699,0.0014046905562281609,
11,749,0.000459572474937886,
11,755,,0.018729954957962036
12,799,0.00024206560919992626,
12,818,,0.022074664011597633
13,849,0.0003648706478998065,
13,881,,0.049522608518600464
14,899,0.0003909429651685059,
14,944,,0.1057933121919632
15,949,0.008606680668890476,
15,999,9.470212535234168e-05,
15,1007,,0.03245143964886665
16,1049,0.0006665821420028806,
16,1070,,0.05576571077108383
