epoch,step,train_loss,val_loss
0,49,0.043663255870342255,
0,62,,0.02070753276348114
1,99,0.008531970903277397,
1,125,,0.052033089101314545
2,149,0.0058563388884067535,
2,188,,0.025655096396803856
3,199,0.011422885581851006,
3,249,0.028506379574537277,
3,251,,0.020705675706267357
4,299,0.005137286614626646,
4,314,,0.0034386080224066973
5,349,0.0014351820573210716,
5,377,,0.015854371711611748
6,399,0.004493167623877525,
6,440,,0.002996676368638873
7,449,0.005099787842482328,
7,499,0.01730993017554283,
7,503,,0.01082881074398756
8,549,0.0033261668868362904,
8,566,,0.0024536619894206524
9,599,0.0011016030330210924,
9,629,,0.002832139143720269
10,649,0.0017806397518143058,
10,692,,0.006065594032406807
11,699,0.026354854926466942,
11,749,0.0029824632219970226,
11,755,,0.0022155405022203922
12,799,0.0014670260716229677,
12,818,,0.002500437665730715
13,849,0.0011473505292087793,
13,881,,0.016312025487422943
14,899,0.0007000223849900067,
14,944,,0.0029059364460408688
