epoch,step,train_loss,val_loss
0,49,0.059202324599027634,
0,62,,0.09279193729162216
1,99,0.0140724778175354,
1,125,,0.0574004240334034
2,149,0.004171977750957012,
2,188,,0.04479576274752617
3,199,0.004819583147764206,
3,249,0.02928130328655243,
3,251,,0.029004652053117752
4,299,0.13668102025985718,
4,314,,0.03999636322259903
5,349,0.002575348597019911,
5,377,,0.04050745069980621
6,399,0.0012817541137337685,
6,440,,0.041098207235336304
7,449,0.050414614379405975,
7,499,0.03725520521402359,
7,503,,0.03801658749580383
8,549,0.1255667507648468,
8,566,,0.048945169895887375
9,599,0.0016228051390498877,
9,629,,0.04688872769474983
10,649,0.010660363361239433,
10,692,,0.011803277768194675
11,699,0.03628500550985336,
11,749,0.002686842577531934,
11,755,,0.013211333192884922
12,799,0.003086152719333768,
12,818,,0.018074598163366318
13,849,0.00018920139700639993,
13,881,,0.016426967456936836
14,899,0.0001614195789443329,
14,944,,0.013321242295205593
15,949,0.0017990967025980353,
15,999,0.008744247257709503,
15,1007,,0.009686066769063473
16,1049,0.004742119461297989,
16,1070,,0.01211638655513525
17,1099,0.0008096103556454182,
17,1133,,0.011751307174563408
18,1149,0.0006065901252441108,
18,1196,,0.011146617121994495
19,1199,0.001677975058555603,
19,1249,0.0055561186745762825,
19,1259,,0.00802307203412056
20,1299,0.0012216380564495921,
20,1322,,0.00727886613458395
21,1349,0.00010643635323503986,
21,1385,,0.00822646263986826
22,1399,0.0002909325121436268,
22,1448,,0.006795146968215704
23,1449,0.0004780560848303139,
23,1499,0.006287547294050455,
23,1511,,0.005097109824419022
24,1549,0.0009393556974828243,
24,1574,,0.00390999112278223
25,1599,9.488307114224881e-05,
25,1637,,0.0026701672468334436
26,1649,0.00020324713841546327,
26,1699,0.0023506851866841316,
26,1700,,0.003675658255815506
27,1749,0.008523787371814251,
27,1763,,0.003990293480455875
28,1799,0.0001518736098660156,
28,1826,,0.003044313983991742
29,1849,0.00030012818751856685,
29,1889,,0.0033337974455207586
