epoch,step,train_loss,val_loss
0,49,0.006457362323999405,
0,62,,0.03529156744480133
1,99,0.012083126232028008,
1,125,,0.045444656163454056
2,149,0.00045653796405531466,
2,188,,0.01558167114853859
3,199,0.008557667955756187,
3,249,0.006941690109670162,
3,251,,0.008823779411613941
4,299,0.0671669989824295,
4,314,,0.008126404136419296
5,349,0.00047031318536028266,
5,377,,0.007515879813581705
6,399,9.163600770989433e-05,
6,440,,0.007029316388070583
7,449,8.354977035196498e-05,
7,499,0.012937572784721851,
7,503,,0.006872848607599735
8,549,0.0036406158469617367,
8,566,,0.006924093700945377
9,599,8.938321843743324e-05,
9,629,,0.0066995141096413136
10,649,0.00012598962348420173,
10,692,,0.0065199085511267185
11,699,0.00011988752521574497,
11,749,0.02076525241136551,
11,755,,0.006265738978981972
12,799,0.0045483848080039024,
12,818,,0.006141761317849159
13,849,0.00012409535702317953,
13,881,,0.006052329670637846
14,899,0.00012959554442204535,
14,944,,0.005900218151509762
15,949,0.0002480879775248468,
15,999,0.011189538054168224,
15,1007,,0.005710281431674957
16,1049,0.014415142126381397,
16,1070,,0.0052625928074121475
17,1099,0.0001345584896625951,
17,1133,,0.005198911298066378
18,1149,0.00013265031157061458,
18,1196,,0.005300032906234264
19,1199,0.0004875832237303257,
19,1249,0.006397716701030731,
19,1259,,0.005212858319282532
20,1299,0.0019941108766943216,
20,1322,,0.005232573952525854
21,1349,0.00010540938092162833,
21,1385,,0.004913972225040197
22,1399,0.00017214527179021388,
22,1448,,0.005097850225865841
23,1449,0.0007384669734165072,
23,1499,0.0037116040475666523,
23,1511,,0.004891064018011093
24,1549,0.0013071801513433456,
24,1574,,0.004804911091923714
25,1599,0.00013956365000922233,
25,1637,,0.004514912609010935
26,1649,0.0003653877356555313,
26,1699,0.0008925966103561223,
26,1700,,0.005051258951425552
27,1749,0.007124647498130798,
27,1763,,0.004990534856915474
28,1799,0.00015068230277393013,
28,1826,,0.004616540856659412
29,1849,7.179025851655751e-05,
29,1889,,0.004915418568998575
