epoch,step,train_loss,val_loss
0,49,0.0007006797241047025,
0,62,,0.03231756389141083
1,99,0.006133364047855139,
1,125,,0.09078588336706161
2,149,0.0026323539204895496,
2,188,,0.05889033526182175
3,199,0.011459246277809143,
3,249,0.0005998268024995923,
3,251,,0.030864138156175613
4,299,0.0302143394947052,
4,314,,0.03110598400235176
5,349,0.0011086056474596262,
5,377,,0.024084530770778656
6,399,0.0014651294331997633,
6,440,,0.019779197871685028
7,449,0.0003224843821953982,
7,499,0.0013708590995520353,
7,503,,0.017384005710482597
8,549,0.003739085514098406,
8,566,,0.016314195469021797
9,599,5.482557025970891e-05,
9,629,,0.014777841977775097
10,649,0.0003761500120162964,
10,692,,0.012893516570329666
11,699,0.0002036002988461405,
11,749,0.001325049321167171,
11,755,,0.010791921988129616
12,799,0.0003316679212730378,
12,818,,0.008751592598855495
13,849,6.704251427436247e-05,
13,881,,0.005607797764241695
14,899,0.0001060950307874009,
14,944,,0.003310509491711855
15,949,9.290127491112798e-05,
15,999,0.00037009577499702573,
15,1007,,0.0030990259256213903
16,1049,0.0004333312972448766,
16,1070,,0.002214615698903799
17,1099,7.350692612817511e-05,
17,1133,,0.0026291219983249903
18,1149,5.3809257224202156e-05,
18,1196,,0.002047541318461299
19,1199,0.0001277718401979655,
19,1249,0.0010004501091316342,
19,1259,,0.009338852018117905
20,1299,0.00039929882041178644,
20,1322,,0.0013782590394839644
21,1349,0.00010015935549745336,
21,1385,,0.03143764287233353
22,1399,0.0006381450220942497,
22,1448,,0.016738278791308403
23,1449,0.0017805332317948341,
23,1499,0.0008027449366636574,
23,1511,,0.0033729427959769964
24,1549,6.829806079622358e-05,
24,1574,,0.004731701221317053
25,1599,5.593751120613888e-05,
25,1637,,0.0036287810653448105
