epoch,step,train_loss,val_loss
0,49,0.04827224463224411,
0,62,,0.025448467582464218
1,99,0.012123361229896545,
1,125,,0.05773571878671646
2,149,0.01212853193283081,
2,188,,0.04237186163663864
3,199,0.021981967613101006,
3,249,0.01921991817653179,
3,251,,0.018456829711794853
4,299,0.007848510518670082,
4,314,,0.008124583400785923
5,349,0.0035522549878805876,
5,377,,0.00414147088304162
6,399,0.0013491498539224267,
6,440,,0.006537453271448612
7,449,0.008035284467041492,
7,499,0.01209419034421444,
7,503,,0.004517076537013054
8,549,0.0029359031468629837,
8,566,,0.008947758004069328
9,599,0.0006833600345999002,
9,629,,0.0059292190708220005
10,649,0.0005938782705925405,
10,692,,0.007713683415204287
11,699,0.0009376034140586853,
11,749,0.0020479452796280384,
11,755,,0.008711090311408043
12,799,0.0019485227530822158,
12,818,,0.008309479802846909
13,849,0.0007016966701485217,
13,881,,0.006856233812868595
14,899,0.0003556521551217884,
14,944,,0.010886194184422493
15,949,0.0014502888079732656,
15,999,0.002059496706351638,
15,1007,,0.0074333734810352325
