epoch,step,train_loss,val_loss
0,11,,0.03203144669532776
1,23,,0.0062096393667161465
2,35,,0.007663366850465536
3,47,,0.005596088711172342
4,49,0.04941776394844055,
4,59,,0.0056692869402468204
5,71,,0.009789257310330868
6,83,,0.004113406874239445
7,95,,0.0030641169287264347
8,99,0.021227536723017693,
8,107,,0.0022711812052875757
9,119,,0.0021908588241785765
10,131,,0.0033703504595905542
11,143,,0.002900463994592428
12,149,0.007649754639714956,
12,155,,0.002113703405484557
13,167,,0.0018893914530053735
14,179,,0.002569472650066018
15,191,,0.002194297034293413
16,199,0.005866488441824913,
16,203,,0.002082962542772293
17,215,,0.0019388729706406593
18,227,,0.0017162180738523602
19,239,,0.001972187077626586
20,249,0.0060292454436421394,
20,251,,0.0018955840496346354
21,263,,0.00166808208450675
22,275,,0.0016431848052889109
23,287,,0.0017999130068346858
24,299,0.004775812849402428,
24,299,,0.001959917601197958
25,311,,0.0015443090815097094
26,323,,0.0014839727664366364
27,335,,0.0018249021377414465
28,347,,0.0015827360330149531
29,349,0.004327274393290281,
29,359,,0.0024284415412694216
30,371,,0.0017239917069673538
31,383,,0.0016328500350937247
