epoch,step,train_loss,val_loss
0,49,0.12171681225299835,
0,62,,0.0929715558886528
1,99,0.044600944966077805,
1,125,,0.08440391719341278
2,149,0.016107263043522835,
2,188,,0.04973234608769417
3,199,0.019602952525019646,
3,249,0.019140686839818954,
3,251,,0.02839234285056591
4,299,0.12145832926034927,
4,314,,0.041710078716278076
5,349,0.0044196611270308495,
5,377,,0.04006904363632202
6,399,0.007182157598435879,
6,440,,0.05640814080834389
7,449,0.015146704390645027,
7,499,0.05375614017248154,
7,503,,0.0515071265399456
8,549,0.10000959783792496,
8,566,,0.03297603130340576
