epoch,step,train_loss,val_loss
0,49,0.0025061964988708496,
0,62,,0.001490764319896698
1,99,0.0007396890432573855,
1,125,,0.0011271854164078832
2,149,0.0013993942411616445,
2,188,,0.0007775495760142803
3,199,0.001199828227981925,
3,249,0.0009908892679959536,
3,251,,0.0007959283539094031
4,299,0.0007066245889291167,
4,314,,0.0007490681018680334
5,349,0.0008480342803522944,
5,377,,0.0006810036720708013
6,399,0.0006366967572830617,
6,440,,0.0007416221778839827
7,449,0.0005299743497744203,
7,499,0.0013691538479179144,
7,503,,0.0005113478982821107
8,549,0.0005761941429227591,
8,566,,0.0005823635146953166
9,599,0.0007350723608396947,
9,629,,0.0005613620742224157
10,649,0.0005688833189196885,
10,692,,0.0006558589520864189
11,699,0.0007241571438498795,
11,749,0.0009940621675923467,
11,755,,0.0004737924027722329
12,799,0.0008636733400635421,
12,818,,0.0005164530593901873
13,849,0.00042488350300118327,
13,881,,0.0005641723400913179
14,899,0.000593067379668355,
14,944,,0.0004479883355088532
