epoch,step,train_loss,val_loss
0,49,0.0305938757956028,
0,62,,0.11505124717950821
1,99,0.002219561953097582,
1,125,,0.2395753711462021
2,149,0.0007146781426854432,
2,188,,0.19244153797626495
3,199,0.001995287835597992,
3,249,0.01880071498453617,
3,251,,0.1674616038799286
4,299,0.0020544775761663914,
4,314,,0.10488232970237732
5,349,0.0004722365993075073,
5,377,,0.04876551777124405
6,399,0.0006193980807438493,
6,440,,0.09405271708965302
7,449,0.0013920679921284318,
7,499,0.0018040400464087725,
7,503,,0.017104482278227806
8,549,0.00034400480217300355,
8,566,,0.11882146447896957
9,599,0.000706043210811913,
9,629,,0.02752058207988739
10,649,0.00032463943352922797,
10,692,,0.09361863881349564
11,699,0.0027344957925379276,
11,749,0.00020703952759504318,
11,755,,0.04210488870739937
12,799,0.0004718222189694643,
12,818,,0.06482459604740143
13,849,0.00018814679060596973,
13,881,,0.04299771413207054
14,899,0.0010693043004721403,
14,944,,0.07568277418613434
15,949,0.0016616403590887785,
15,999,0.0005680940812453628,
15,1007,,0.04447842389345169
16,1049,9.924691403284669e-05,
16,1070,,0.05555427819490433
17,1099,6.709714216412976e-05,
17,1133,,0.06434785574674606
