epoch,step,train_loss,val_loss
0,49,0.00026324347709305584,
0,62,,0.2946302592754364
1,99,0.00029816810274496675,
1,125,,0.2595987021923065
2,149,0.00019144827092532068,
2,188,,0.18229717016220093
3,199,0.0024027687031775713,
3,249,0.019340846687555313,
3,251,,0.27190959453582764
4,299,0.00976625457406044,
4,314,,0.2601490616798401
5,349,0.00017216660489793867,
5,377,,0.25779011845588684
6,399,0.0001780623133527115,
6,440,,0.03193248435854912
7,449,0.0020982709247618914,
7,499,0.005266471765935421,
7,503,,0.13571710884571075
8,549,0.0009312254260294139,
8,566,,0.08695881068706512
9,599,3.141676279483363e-05,
9,629,,0.02012268453836441
10,649,0.0001606648147571832,
10,692,,0.057053808122873306
11,699,0.0025738372933119535,
11,749,0.00019111264555249363,
11,755,,0.004283296409994364
12,799,0.00018483345047570765,
12,818,,0.030312160030007362
13,849,9.583952487446368e-05,
13,881,,0.011137615889310837
14,899,3.042003299924545e-05,
14,944,,0.030079472810029984
15,949,0.0004408786480780691,
15,999,8.007315773284063e-05,
15,1007,,0.019120538607239723
16,1049,2.9953313060104847e-05,
16,1070,,0.024162737652659416
17,1099,4.1726692870724946e-05,
17,1133,,0.025669293478131294
18,1149,3.334799475851469e-05,
18,1196,,0.026044612750411034
19,1199,7.720956637058407e-05,
19,1249,5.345831232261844e-05,
19,1259,,0.029448749497532845
20,1299,1.939889079949353e-05,
20,1322,,0.027740301564335823
21,1349,2.4714760002098046e-05,
21,1385,,0.028404507786035538
