epoch,step,train_loss,val_loss
0,49,0.02048482373356819,
0,62,,0.024194421246647835
1,99,0.004860087297856808,
1,125,,0.03798169642686844
2,149,0.0032200776040554047,
2,188,,0.0070038666017353535
3,199,0.011568991467356682,
3,249,0.04144589975476265,
3,251,,0.021447962149977684
4,299,0.005710839293897152,
4,314,,0.0026480553206056356
5,349,0.0015765490243211389,
5,377,,0.017540190368890762
6,399,0.005515293218195438,
6,440,,0.004690061789005995
7,449,0.012720842845737934,
7,499,0.01692022755742073,
7,503,,0.012656012549996376
8,549,0.0039506470784544945,
8,566,,0.005021787714213133
9,599,0.0007820298196747899,
9,629,,0.004091840703040361
