epoch,step,train_loss,val_loss
0,49,0.0757005512714386,
0,61,,0.004241068381816149
1,99,0.07606209069490433,
1,123,,0.0037778858095407486
2,149,0.06843589246273041,
2,185,,0.0021751599851995707
3,199,0.03880487009882927,
3,247,,0.0016025183722376823
4,249,0.04346999526023865,
4,299,0.02914862334728241,
4,309,,0.0013145259581506252
5,349,0.029082586988806725,
5,371,,0.0011161577422171831
6,399,0.02108156867325306,
6,433,,0.0012159972684457898
7,449,0.014781840145587921,
7,495,,0.000925099418964237
8,499,0.014467084780335426,
8,549,0.014996884390711784,
8,557,,0.0007616411312483251
9,599,0.012761694379150867,
9,619,,0.0006735816714353859
10,649,0.010205306112766266,
10,681,,0.0009003732702694833
11,699,0.007112730294466019,
11,743,,0.0006911222590133548
12,749,0.0072946310974657536,
12,799,0.007130441255867481,
12,805,,0.0006899175350554287
13,849,0.006038957741111517,
13,867,,0.0005636402638629079
14,899,0.004013124853372574,
14,929,,0.0005169334472157061
15,949,0.004740459378808737,
15,991,,0.0006461181328631938
16,999,0.006323567591607571,
16,1049,0.00279749627225101,
16,1053,,0.0006632921285927296
17,1099,0.0034601124934852123,
17,1115,,0.0005627436912618577
18,1149,0.0029697613790631294,
18,1177,,0.0007660823175683618
19,1199,0.0024845509324222803,
19,1239,,0.0006348426686599851
