epoch,step,train_loss,val_loss
0,49,0.05749593302607536,
0,62,,0.012452475726604462
1,99,0.02531072124838829,
1,125,,0.0724106952548027
2,149,0.01430743932723999,
2,188,,0.083915114402771
3,199,0.016479453071951866,
3,249,0.023985736072063446,
3,251,,0.07246246933937073
4,299,0.01538511086255312,
4,314,,0.05688802897930145
5,349,0.010974816977977753,
5,377,,0.030808143317699432
6,399,0.012984027154743671,
6,440,,0.027853604406118393
7,449,0.01884722337126732,
7,499,0.006414397619664669,
7,503,,0.021297024562954903
8,549,0.004277400206774473,
8,566,,0.017374912276864052
9,599,0.003774195211008191,
9,629,,0.007261405698955059
10,649,0.001208922709338367,
10,692,,0.006874291691929102
11,699,0.0031454439740628004,
11,749,0.0030049681663513184,
11,755,,0.007091847714036703
12,799,0.0024931938387453556,
12,818,,0.019607171416282654
13,849,0.0018766872817650437,
13,881,,0.005938354879617691
14,899,0.0008839754154905677,
14,944,,0.022457201033830643
15,949,0.010412650182843208,
15,999,0.00354774366132915,
15,1007,,0.0068213059566915035
16,1049,0.0023644627071917057,
16,1070,,0.007874242961406708
17,1099,0.0008330522105097771,
17,1133,,0.0037925748620182276
18,1149,0.0008450403111055493,
18,1196,,0.016787052154541016
19,1199,0.009280429221689701,
19,1249,0.0029148783069103956,
19,1259,,0.003988684620708227
20,1299,0.0014594586100429296,
20,1322,,0.0063172378577291965
21,1349,0.0007254788652062416,
21,1385,,0.003327618818730116
22,1399,0.0005305776139721274,
22,1448,,0.015140815638005733
23,1449,0.009273329749703407,
23,1499,0.002919925842434168,
23,1511,,0.0033373646438121796
24,1549,0.0012215846218168736,
24,1574,,0.010245030745863914
25,1599,0.0007589764427393675,
25,1637,,0.005619651637971401
26,1649,0.0007983380928635597,
26,1699,0.004171055741608143,
26,1700,,0.011809860356152058
27,1749,0.002761957934126258,
27,1763,,0.005695609375834465
28,1799,0.0007750558434054255,
28,1826,,0.0022132033482193947
29,1849,0.000312124757329002,
29,1889,,0.0023334682919085026
