epoch,step,train_loss,val_loss
0,30,,0.019180309027433395
1,49,0.010520798154175282,
1,61,,0.006329566705971956
2,92,,0.004900668282061815
3,99,0.006948237307369709,
3,123,,0.004179566167294979
4,149,0.004241239279508591,
4,154,,0.0036894918885082006
5,185,,0.003457692451775074
6,199,0.0035221963189542294,
6,216,,0.0034183275420218706
7,247,,0.0033144287299364805
8,249,0.005026018247008324,
8,278,,0.0033715092577040195
9,299,0.0031575553584843874,
9,309,,0.003378230845555663
10,340,,0.0030181410256773233
11,349,0.0033852476626634598,
11,371,,0.0034380932338535786
12,399,0.0047753616236150265,
12,402,,0.0030193887650966644
13,433,,0.003039274364709854
14,449,0.003835923969745636,
14,464,,0.002828572178259492
15,495,,0.0029127432499080896
16,499,0.0027631998527795076,
16,526,,0.0029756766743957996
17,549,0.002300677355378866,
17,557,,0.0028972167056053877
18,588,,0.002799735637381673
19,599,0.002802878385409713,
19,619,,0.002735157497227192
20,649,0.002787679433822632,
20,650,,0.002683318220078945
21,681,,0.0028892355039715767
22,699,0.003146432340145111,
22,712,,0.0026964182034134865
23,743,,0.0028671601321548223
24,749,0.0029238916467875242,
24,774,,0.002588181523606181
25,799,0.0038330811075866222,
25,805,,0.0030525964684784412
26,836,,0.0032078647054731846
27,849,0.0024720923975110054,
27,867,,0.0025899310130625963
28,898,,0.0025359471328556538
29,899,0.0024797110818326473,
29,929,,0.002679707482457161
30,949,0.0034280382096767426,
30,960,,0.0025595289189368486
31,991,,0.0028243926353752613
32,999,0.003301916178315878,
32,1022,,0.0026928107254207134
33,1049,0.0021293447352945805,
33,1053,,0.0024822053965181112
34,1084,,0.002530256984755397
35,1099,0.002405188512057066,
35,1115,,0.00249412446282804
36,1146,,0.0025218192022293806
37,1149,0.003394933883100748,
37,1177,,0.0024733259342610836
38,1199,0.0018265176331624389,
38,1208,,0.0024525250773876905
39,1239,,0.002500235801562667
