epoch,step,train_loss,val_loss
0,49,0.06375469267368317,
0,62,,0.004659482277929783
1,99,0.01789962127804756,
1,125,,0.0026672002859413624
2,149,0.006737232208251953,
2,188,,0.0034111507702618837
3,199,0.011542098596692085,
3,249,0.005992251448333263,
3,251,,0.001090159872546792
4,299,0.0035473681055009365,
4,314,,0.0010019531473517418
5,349,0.005053845699876547,
5,377,,0.0007855879957787693
6,399,0.00487753888592124,
6,440,,0.0006549934041686356
7,449,0.003620496718212962,
7,499,0.004966252949088812,
7,503,,0.0008016848587431014
8,549,0.003029272425919771,
8,566,,0.0009734806371852756
9,599,0.006417575292289257,
9,629,,0.0005416179192252457
10,649,0.004526284523308277,
10,692,,0.0004274266539141536
11,699,0.004351274110376835,
11,749,0.002976452698931098,
11,755,,0.000622001476585865
12,799,0.0029925189446657896,
12,818,,0.00041148741729557514
13,849,0.00400009099394083,
13,881,,0.0005191249074414372
14,899,0.002248595003038645,
14,944,,0.0007071401341818273
