epoch,step,train_loss,val_loss
0,49,0.0007588070584461093,
0,62,,0.2852315604686737
1,99,0.00030567910289391875,
1,125,,0.29540324211120605
2,149,0.00048411908210255206,
2,188,,0.1336042284965515
3,199,0.0017105065053328872,
3,249,0.01499258540570736,
3,251,,0.1606941670179367
4,299,0.008303390815854073,
4,314,,0.019149232655763626
5,349,4.77488647447899e-05,
5,377,,0.07187411189079285
6,399,0.00015128204540815204,
6,440,,0.1052914410829544
7,449,0.004739063326269388,
7,499,0.000174121159943752,
7,503,,0.008134686388075352
8,549,0.00022890247055329382,
8,566,,0.012355188839137554
9,599,6.0213747929083183e-05,
9,629,,0.045537497848272324
10,649,0.00018020119750872254,
10,692,,0.01058611273765564
11,699,0.0003932971158064902,
11,749,7.762933819321916e-05,
11,755,,0.01180155761539936
12,799,0.00010825360368471593,
12,818,,0.012684543617069721
