epoch,step,train_loss,val_loss
0,49,0.0021612667478621006,
0,62,,0.0010200904216617346
1,99,0.0016823671758174896,
1,125,,0.000628402573056519
2,149,0.000390972156310454,
2,188,,0.0006122846389189363
3,199,0.0012615377781912684,
3,249,0.0007356451242230833,
3,251,,0.0006285152630880475
4,299,0.0006977968732826412,
4,314,,0.0004431760753504932
5,349,0.0004965325933881104,
5,377,,0.0004188940511085093
6,399,0.000513508275616914,
6,440,,0.0005476147052831948
7,449,0.0004827137163374573,
7,499,0.0016000708565115929,
7,503,,0.0004602046974468976
8,549,0.00046325550647452474,
8,566,,0.0004866782983299345
9,599,0.00043079425813630223,
9,629,,0.00038958541699685156
10,649,0.00042452424531802535,
10,692,,0.0004008941468782723
11,699,0.0002824323601089418,
11,749,0.0005404149414971471,
11,755,,0.0005422884714789689
12,799,0.0008754405425861478,
12,818,,0.0003691985330078751
13,849,0.00039325718535110354,
13,881,,0.0003725395945366472
14,899,0.0013439592439681292,
14,944,,0.00035999942338094115
