epoch,step,train_loss,val_loss
0,49,0.0015386963495984674,
0,62,,0.0006573050050064921
1,99,0.0003118008316960186,
1,125,,0.00058743852423504
2,149,0.0004870411939918995,
2,188,,0.0004945990513078868
3,199,0.0005750585114583373,
3,249,0.0013260759878903627,
3,251,,0.0009936023270711303
4,299,0.0006986538646742702,
4,314,,0.0004951608716510236
5,349,0.000700914824847132,
5,377,,0.00043271612958051264
6,399,0.00037364489980973303,
6,440,,0.0005364982644096017
7,449,0.00031122606014832854,
7,499,0.00031166974804364145,
7,503,,0.0005232287803664804
8,549,0.00045622224570252,
8,566,,0.0005095959641039371
9,599,0.0009551224065944552,
9,629,,0.0009281905367970467
10,649,0.0007829274982213974,
10,692,,0.00036564210313372314
11,699,0.0004396107979118824,
11,749,0.0004589271848089993,
11,755,,0.0003677885979413986
12,799,0.0005108577315695584,
12,818,,0.00038315224810503423
13,849,0.0003454106335993856,
13,881,,0.000360767386155203
14,899,0.0003923989424947649,
14,944,,0.0003931924293283373
