epoch,step,train_loss,val_loss
0,49,0.11434154212474823,
0,62,,0.025965595617890358
1,99,0.027475591748952866,
1,125,,0.06455042213201523
2,149,0.013782242313027382,
2,188,,0.07921741157770157
3,199,0.018210643902420998,
3,249,0.012642678804695606,
3,251,,0.045236751437187195
4,299,0.10909155756235123,
4,314,,0.041845906525850296
5,349,0.0076862298883497715,
5,377,,0.0232317503541708
6,399,0.00389552372507751,
6,440,,0.0243545975536108
7,449,0.06495433300733566,
7,499,0.039787910878658295,
7,503,,0.023488443344831467
8,549,0.0918145701289177,
8,566,,0.0171656496822834
9,599,0.004414505325257778,
9,629,,0.029222270473837852
10,649,0.006306007504463196,
10,692,,0.016614723950624466
11,699,0.017223652452230453,
11,749,0.01881023496389389,
11,755,,0.021210040897130966
12,799,0.008483750745654106,
12,818,,0.014779538847506046
13,849,0.0011409936705604196,
13,881,,0.016213160008192062
14,899,0.0031613234896212816,
14,944,,0.010827112011611462
