epoch,step,train_loss,val_loss
0,49,0.00037684416747651994,
0,62,,0.29206615686416626
1,99,0.00038388316170312464,
1,125,,0.15459848940372467
2,149,0.00019601550593506545,
2,188,,0.2433655858039856
3,199,0.002158224582672119,
3,249,0.0182233527302742,
3,251,,0.24588027596473694
4,299,0.009602688252925873,
4,314,,0.24239026010036469
5,349,0.0001491088914917782,
5,377,,0.03770891949534416
6,399,3.169523915858008e-05,
6,440,,0.1635914146900177
7,449,0.0023901979438960552,
7,499,0.00010789383668452501,
7,503,,0.017777955159544945
8,549,0.00013376830611377954,
8,566,,0.01880115643143654
9,599,2.8564934837049805e-05,
9,629,,0.043354958295822144
10,649,0.0005509643233381212,
10,692,,0.009763749316334724
11,699,6.909796502441168e-05,
11,749,0.00013690754713024944,
11,755,,0.024183139204978943
12,799,2.5341967557324097e-05,
12,818,,0.014136130921542645
13,849,3.4310967748751864e-05,
13,881,,0.024879710748791695
14,899,7.150249439291656e-05,
14,944,,0.019733786582946777
15,949,6.240249786060303e-05,
15,999,3.2911433663684875e-05,
15,1007,,0.023869775235652924
