epoch,step,train_loss,val_loss
0,30,,0.01191189605742693
1,49,0.06213095784187317,
1,61,,0.01038489118218422
2,92,,0.006927742622792721
3,99,0.025179747492074966,
3,123,,0.0032164540607482195
4,149,0.006017589475959539,
4,154,,0.0042238542810082436
5,185,,0.0032243106979876757
6,199,0.0038483180105686188,
6,216,,0.0027351658791303635
7,247,,0.004935103002935648
8,249,0.004438435193151236,
8,278,,0.0026902237441390753
9,299,0.00425734044983983,
9,309,,0.0034147698897868395
10,340,,0.0025587284471839666
11,349,0.005019111093133688,
11,371,,0.0031127689871937037
12,399,0.003480333834886551,
12,402,,0.0035315793938934803
13,433,,0.002840503817424178
14,449,0.005229790695011616,
14,464,,0.0030208653770387173
15,495,,0.0034715086221694946
