epoch,step,train_loss,val_loss
0,49,0.0012989037204533815,
0,62,,0.0008084888686425984
1,99,0.00027998973382636905,
1,125,,0.0004744086181744933
2,149,0.000379360921215266,
2,188,,0.0004931827425025403
3,199,0.00039711277349852026,
3,249,0.0005455475766211748,
3,251,,0.00044146738946437836
4,299,0.0004629537870641798,
4,314,,0.00041769840754568577
5,349,0.0006538439774885774,
5,377,,0.000383683800464496
6,399,0.0005698438035324216,
6,440,,0.0003618330811150372
7,449,0.00038595497608184814,
7,499,0.0003994858416263014,
7,503,,0.0004578588414005935
8,549,0.0005297585157677531,
8,566,,0.00034869718365371227
9,599,0.0016329340869560838,
9,629,,0.000325545173836872
10,649,0.00029720523161813617,
10,692,,0.00032708654180169106
11,699,0.0005569851491600275,
11,749,0.0006879715365357697,
11,755,,0.0003241314843762666
12,799,0.0005518847028724849,
12,818,,0.0003256090567447245
13,849,0.00047881464706733823,
13,881,,0.00032075578928925097
14,899,0.0004636140074580908,
14,944,,0.00029663334134966135
