epoch,step,train_loss,val_loss
0,49,0.000563303183298558,
0,62,,0.29066067934036255
1,99,0.0003644770768005401,
1,125,,0.28427204489707947
2,149,0.0004016486927866936,
2,188,,0.12493690103292465
3,199,0.002339680213481188,
3,249,0.018771942704916,
3,251,,0.21103599667549133
4,299,0.007568852510303259,
4,314,,0.01880589872598648
5,349,3.39270118274726e-05,
5,377,,0.05394380912184715
6,399,0.0004955645417794585,
6,440,,0.06324217468500137
7,449,0.0003163599467370659,
7,499,0.00036948235356248915,
7,503,,0.013354186899960041
8,549,3.6782595998374745e-05,
8,566,,0.04145407676696777
9,599,1.4891147657181136e-05,
9,629,,0.006128850858658552
10,649,0.00037015898851677775,
10,692,,0.012859075330197811
11,699,0.0001402867492288351,
11,749,0.00011796472972491756,
11,755,,0.005665467120707035
12,799,4.6000586735317484e-05,
12,818,,0.006237928289920092
13,849,2.9559721951954998e-05,
13,881,,0.007813280448317528
14,899,0.00011539946717675775,
14,944,,0.008067927323281765
