epoch,step,train_loss,val_loss
0,49,0.03671417385339737,
0,62,,0.0220890324562788
1,99,0.00677156588062644,
1,125,,0.0070755393244326115
2,149,0.0032812454737722874,
2,188,,0.030512331053614616
3,199,0.0076478831470012665,
3,249,0.02763589657843113,
3,251,,0.015077059157192707
4,299,0.006484755780547857,
4,314,,0.016574205830693245
5,349,0.002589016454294324,
5,377,,0.005290315952152014
6,399,0.007024978753179312,
6,440,,0.0058882953599095345
7,449,0.0027047251351177692,
7,499,0.01572653278708458,
7,503,,0.01174674928188324
8,549,0.003280577715486288,
8,566,,0.007439132314175367
9,599,0.0005935233784839511,
9,629,,0.0068731834180653095
10,649,0.003897435264661908,
10,692,,0.008885236456990242
