epoch,step,train_loss,val_loss
0,11,,0.028318816795945168
1,23,,0.024561649188399315
2,35,,0.007349138613790274
3,47,,0.004918975755572319
4,49,0.005147725809365511,
4,59,,0.003730913856998086
5,71,,0.003345788223668933
6,83,,0.0032424451783299446
7,95,,0.003431072924286127
8,99,0.0033833556808531284,
8,107,,0.0033210059627890587
9,119,,0.0032382758799940348
10,131,,0.003058618400245905
11,143,,0.0028656653594225645
12,149,0.004110794514417648,
12,155,,0.0028438670560717583
13,167,,0.003865971229970455
14,179,,0.0029645245522260666
15,191,,0.002839896362274885
16,199,0.003364891977980733,
16,203,,0.002683097729459405
17,215,,0.00255083991214633
18,227,,0.0025686684530228376
19,239,,0.002518639201298356
20,249,0.0035268261563032866,
20,251,,0.0024966911878436804
21,263,,0.0030935711693018675
22,275,,0.002532124286517501
23,287,,0.0024388842284679413
24,299,0.0027712855953723192,
24,299,,0.0035476949997246265
25,311,,0.0024844291619956493
26,323,,0.0024998870212584734
27,335,,0.0028078912291675806
28,347,,0.0025260287802666426
