epoch,step,train_loss,val_loss
0,49,0.09553055465221405,
0,62,,0.029014328494668007
1,99,0.02971031330525875,
1,125,,0.06502334028482437
2,149,0.0192684568464756,
2,188,,0.07628504931926727
3,199,0.01113259606063366,
3,249,0.015049619600176811,
3,251,,0.04029841721057892
4,299,0.10968063026666641,
4,314,,0.03128823637962341
5,349,0.003642326919361949,
5,377,,0.025187361985445023
6,399,0.003557531861588359,
6,440,,0.029563317075371742
7,449,0.04173501580953598,
7,499,0.03277617320418358,
7,503,,0.03445740416646004
8,549,0.05022396892309189,
8,566,,0.018046312034130096
9,599,0.002707722131162882,
9,629,,0.010481730103492737
10,649,0.009678256697952747,
10,692,,0.012069120071828365
11,699,0.019316736608743668,
11,749,0.029872333630919456,
11,755,,0.012404869310557842
12,799,0.023088771849870682,
12,818,,0.009831925854086876
13,849,0.0009420101414434612,
13,881,,0.0071127456612885
14,899,0.007218493614345789,
14,944,,0.0061387536115944386
