epoch,step,train_loss,val_loss
0,49,0.042566560208797455,
0,62,,0.0033915704116225243
1,99,0.010571827180683613,
1,125,,0.003313313703984022
2,149,0.006199605297297239,
2,188,,0.0007551539456471801
3,199,0.004141796380281448,
3,249,0.004945846274495125,
3,251,,0.0015375633956864476
4,299,0.0035129841417074203,
4,314,,0.00043131792335771024
5,349,0.002107099862769246,
5,377,,0.0013132898602634668
6,399,0.002432647394016385,
6,440,,0.0007899578777141869
7,449,0.005097375251352787,
7,499,0.002176044974476099,
7,503,,0.001637691049836576
8,549,0.0022741546854376793,
8,566,,0.0007384419441223145
9,599,0.002577946987003088,
9,629,,0.0007156826322898269
