epoch,step,train_loss,val_loss
0,49,0.05652464181184769,
0,62,,0.010953853838145733
1,99,0.010960514657199383,
1,125,,0.0016881993506103754
2,149,0.004042347893118858,
2,188,,0.001046342309564352
3,199,0.004998579155653715,
3,249,0.0010433681309223175,
3,251,,0.0005544446757994592
4,299,0.004167565144598484,
4,314,,0.0006972401170060039
5,349,0.002215090673416853,
5,377,,0.0012890880461782217
6,399,0.0011947846505790949,
6,440,,0.0008159724529832602
7,449,0.0010099743958562613,
7,499,0.000701930548530072,
7,503,,0.0008137521217577159
8,549,0.0007753767422400415,
8,566,,0.0008965173619799316
