epoch,step,train_loss,val_loss
0,49,0.001600193209014833,
0,62,,0.013167346827685833
1,99,0.003406006842851639,
1,125,,0.029909832403063774
2,149,0.008558949455618858,
2,188,,0.10385005176067352
3,199,0.008063537999987602,
3,249,0.001454701879993081,
3,251,,0.030067332088947296
4,299,0.07032503187656403,
4,314,,0.015977486968040466
5,349,0.001300682546570897,
5,377,,0.009542838670313358
6,399,0.00020250093075446784,
6,440,,0.012779375538229942
7,449,0.00011221547902096063,
7,499,0.001241951948031783,
7,503,,0.008163589984178543
8,549,0.002431062515825033,
8,566,,0.009437358006834984
9,599,3.05524627037812e-05,
9,629,,0.008741086348891258
10,649,0.00015323725529015064,
10,692,,0.008223841898143291
11,699,0.0001831915433285758,
11,749,0.0008688090601935983,
11,755,,0.007897240109741688
12,799,0.0003882703895214945,
12,818,,0.008249892853200436
13,849,3.767586895264685e-05,
13,881,,0.006729855667799711
14,899,9.081798634724692e-05,
14,944,,0.0061980378814041615
15,949,5.5817694374127313e-05,
15,999,0.0004951447481289506,
15,1007,,0.005340255796909332
16,1049,0.00048593577230349183,
16,1070,,0.004442871548235416
17,1099,0.00010244597069686279,
17,1133,,0.003168434137478471
18,1149,6.851046782685444e-05,
18,1196,,0.003234612988308072
19,1199,0.00011720717884600163,
19,1249,0.0006130571709945798,
19,1259,,0.0028619656804949045
20,1299,0.0002172585518565029,
20,1322,,0.003294748952612281
21,1349,4.546009949990548e-05,
21,1385,,0.002438340801745653
22,1399,8.463893027510494e-05,
22,1448,,0.004701011348515749
23,1449,0.00011690561950672418,
23,1499,0.0011879821540787816,
23,1511,,0.0021483595483005047
24,1549,0.0002166468184441328,
24,1574,,0.012614604085683823
25,1599,7.40897812647745e-05,
25,1637,,0.003642491763457656
26,1649,0.00014387120609171689,
26,1699,0.0008333342848345637,
26,1700,,0.0038057819474488497
27,1749,0.0007031631539575756,
27,1763,,0.0023101221304386854
28,1799,0.00013599975500255823,
28,1826,,0.004309242125600576
29,1849,4.7479425120400265e-05,
29,1889,,0.004772839602082968
