epoch,step,train_loss,val_loss
0,11,,0.042365267872810364
1,23,,0.011216484941542149
2,35,,0.015848293900489807
3,47,,0.014382992871105671
4,49,0.0685444325208664,
4,59,,0.010585122741758823
5,71,,0.007839366793632507
6,83,,0.009111023508012295
7,95,,0.008521385490894318
8,99,0.01916593685746193,
8,107,,0.006832231301814318
9,119,,0.00860669370740652
10,131,,0.009482935070991516
11,143,,0.0074707637540996075
12,149,0.015684299170970917,
12,155,,0.007031514775007963
13,167,,0.006953035481274128
14,179,,0.007168070878833532
15,191,,0.00639351736754179
16,199,0.007250080816447735,
16,203,,0.007002583239227533
17,215,,0.0067552123218774796
18,227,,0.006764392834156752
19,239,,0.006676320917904377
20,249,0.012882202863693237,
20,251,,0.006514803506433964
21,263,,0.006457848008722067
22,275,,0.0063985539600253105
23,287,,0.00636398047208786
24,299,0.006369652226567268,
24,299,,0.006487096194177866
25,311,,0.0063186935149133205
26,323,,0.006903385277837515
27,335,,0.006366470828652382
28,347,,0.0062905773520469666
29,349,0.007364608347415924,
29,359,,0.006261661183089018
30,371,,0.006443143356591463
31,383,,0.006459998432546854
32,395,,0.006413654889911413
33,399,0.005380438175052404,
33,407,,0.0063866362906992435
34,419,,0.006583205424249172
35,431,,0.0062910523265600204
36,443,,0.006300408858805895
37,449,0.010904720984399319,
37,455,,0.0066241114400327206
38,467,,0.006301959976553917
39,479,,0.006258483976125717
