epoch,step,train_loss,val_loss
0,49,0.036012277007102966,
0,62,,0.005322935525327921
1,99,0.00585477938875556,
1,125,,0.0008767363615334034
2,149,0.004003367852419615,
2,188,,0.0010643168352544308
3,199,0.004906211514025927,
3,249,0.0031564845703542233,
3,251,,0.0012168142711743712
4,299,0.001980569213628769,
4,314,,0.0004155920469202101
5,349,0.002042482839897275,
5,377,,0.0014837904600426555
6,399,0.0021956609562039375,
6,440,,0.0005502810818143189
7,449,0.0020201136358082294,
7,499,0.0011141159338876605,
7,503,,0.0005026538856327534
8,549,0.001088685356080532,
8,566,,0.002183924661949277
9,599,0.001311766798608005,
9,629,,0.00037195623735897243
10,649,0.0011002813698723912,
10,692,,0.0003142752393614501
11,699,0.0021214925218373537,
11,749,0.0010699350386857986,
11,755,,0.00023515454086009413
12,799,0.0006310847238637507,
12,818,,0.00026383408112451434
13,849,0.0013111074222251773,
13,881,,0.00019568987772800028
14,899,0.0018310220912098885,
14,944,,0.0005470511387102306
