epoch,step,train_loss,val_loss
0,49,0.0016184694832190871,
0,62,,0.0160746518522501
1,99,0.029431244358420372,
1,125,,0.09547297656536102
2,149,0.01032976619899273,
2,188,,0.09789936989545822
3,199,0.015411896631121635,
3,249,0.005984815768897533,
3,251,,0.05693719908595085
4,299,0.013438716530799866,
4,314,,0.057880595326423645
5,349,0.001158922677859664,
5,377,,0.03462371230125427
6,399,0.002377354307100177,
6,440,,0.01756475493311882
7,449,0.0014177155680954456,
7,499,0.0004954684991389513,
7,503,,0.01624172180891037
8,549,0.0009534574928693473,
8,566,,0.012318366207182407
9,599,0.0003036104026250541,
9,629,,0.008421484380960464
10,649,0.00011540297418832779,
10,692,,0.00739121763035655
11,699,3.786378147196956e-05,
11,749,0.0003621265641413629,
11,755,,0.005828597582876682
12,799,0.0005284188082441688,
12,818,,0.005132039077579975
13,849,3.89396955142729e-05,
13,881,,0.004436539486050606
14,899,0.00017166654288303107,
14,944,,0.0055887289345264435
15,949,0.0004263039736542851,
15,999,0.0005983577575534582,
15,1007,,0.004118100740015507
16,1049,0.0005295687587931752,
16,1070,,0.004402197431772947
17,1099,0.0001248798071173951,
17,1133,,0.0052694473415613174
18,1149,4.803604679182172e-05,
18,1196,,0.004409510176628828
19,1199,3.5606663004728034e-05,
19,1249,0.0007917890325188637,
19,1259,,0.007213187403976917
20,1299,0.0007896233582869172,
20,1322,,0.0055074552074074745
21,1349,8.359765342902392e-05,
21,1385,,0.005218127276748419
22,1399,2.3368342226604e-05,
22,1448,,0.004241115413606167
23,1449,6.184938683873042e-05,
23,1499,0.0010285530006513,
23,1511,,0.004771614447236061
24,1549,0.00031144876265898347,
24,1574,,0.007137428503483534
25,1599,9.510170639259741e-05,
25,1637,,0.007223847787827253
