epoch,step,train_loss,val_loss
0,49,0.002016351791098714,
0,62,,0.0009751369943842292
1,99,0.0006463885074481368,
1,125,,0.0006894965772517025
2,149,0.0007432788843289018,
2,188,,0.0008497590315528214
3,199,0.0008767478284426033,
3,249,0.0011240827152505517,
3,251,,0.0006074997945688665
4,299,0.0003968265373259783,
4,314,,0.0010135761694982648
5,349,0.000515724706929177,
5,377,,0.0007783836917951703
6,399,0.0005692028207704425,
6,440,,0.0005226215580478311
7,449,0.0007276263786479831,
7,499,0.0007162255933508277,
7,503,,0.0005398320499807596
8,549,0.0004028175608254969,
8,566,,0.0005535130039788783
9,599,0.0012177122989669442,
9,629,,0.0005642972537316382
10,649,0.0006525624194182456,
10,692,,0.0007536886841990054
11,699,0.0006232870509847999,
11,749,0.0004006740637123585,
11,755,,0.0005063668941147625
12,799,0.0005186842172406614,
12,818,,0.0004931740695610642
13,849,0.00042611476965248585,
13,881,,0.0006119419122114778
14,899,0.000641735561657697,
14,944,,0.0005243956693448126
