epoch,step,train_loss,val_loss
0,49,0.014209290035068989,
0,62,,0.03961053863167763
1,99,0.011294566094875336,
1,125,,0.02660493552684784
2,149,0.00029551194165833294,
2,188,,0.03565036132931709
3,199,0.008265482261776924,
3,249,0.0009920161683112383,
3,251,,0.0171209629625082
4,299,0.08393554389476776,
4,314,,0.008957051672041416
5,349,0.0005703546921722591,
5,377,,0.008122449740767479
6,399,8.244502532761544e-05,
6,440,,0.007478377781808376
7,449,0.00014717462181579322,
7,499,0.014159107580780983,
7,503,,0.007061205804347992
8,549,0.003963944967836142,
8,566,,0.0068627214059233665
9,599,0.00010486242535989732,
9,629,,0.006302825640887022
10,649,0.00013513726298697293,
10,692,,0.006264213006943464
11,699,0.0001704871392576024,
11,749,0.01596676930785179,
11,755,,0.005911044776439667
12,799,0.0034306771121919155,
12,818,,0.005856433417648077
13,849,0.00011389766586944461,
13,881,,0.005639045033603907
14,899,7.936505426187068e-05,
14,944,,0.005686500575393438
15,949,0.00017397600458934903,
15,999,0.012066605500876904,
15,1007,,0.005670906975865364
16,1049,0.014306525699794292,
16,1070,,0.005380057729780674
17,1099,0.00011108043690910563,
17,1133,,0.005250906106084585
18,1149,0.0001589933963259682,
18,1196,,0.005208541173487902
19,1199,0.00042506036697886884,
19,1249,0.0065284669399261475,
19,1259,,0.005014175549149513
20,1299,0.0018903795862570405,
20,1322,,0.004955144599080086
21,1349,0.00015627106768079102,
21,1385,,0.004691884852945805
22,1399,0.00018497693235985935,
22,1448,,0.005065656267106533
23,1449,0.0007117122295312583,
23,1499,0.0034158402122557163,
23,1511,,0.004823129624128342
24,1549,0.0013340386794880033,
24,1574,,0.004880514461547136
25,1599,0.00023216262343339622,
25,1637,,0.00477503752335906
26,1649,0.00011215892300242558,
26,1699,0.0025498978793621063,
26,1700,,0.0028214880730956793
27,1749,0.004601775668561459,
27,1763,,0.0025565926916897297
28,1799,0.00016868000966496766,
28,1826,,0.0023286466021090746
29,1849,0.00010397235018899664,
29,1889,,0.0022359476424753666
