epoch,step,train_loss,val_loss
0,30,,0.03207847476005554
1,49,0.05641266703605652,
1,61,,0.021518250927329063
2,92,,0.05679335817694664
3,99,0.04734082520008087,
3,123,,0.017409436404705048
4,149,0.012827953323721886,
4,154,,0.020076612010598183
5,185,,0.010574514046311378
6,199,0.015706341713666916,
6,216,,0.008483724668622017
7,247,,0.01343653816729784
8,249,0.01272989809513092,
8,278,,0.006017677951604128
9,299,0.004013414960354567,
9,309,,0.007726441603153944
10,340,,0.004537390079349279
11,349,0.0037891839165240526,
11,371,,0.012029157020151615
12,399,0.027905728667974472,
12,402,,0.06509670615196228
13,433,,0.011526045389473438
14,449,0.006740909069776535,
14,464,,0.011893676593899727
