epoch,step,train_loss,val_loss
0,49,0.04775533452630043,
0,62,,0.028178313747048378
1,99,0.007377450354397297,
1,125,,0.0226183719933033
2,149,0.0028499679174274206,
2,188,,0.07148683071136475
3,199,0.0077770366333425045,
3,249,0.041203830391168594,
3,251,,0.04990961402654648
4,299,0.00395596120506525,
4,314,,0.01399843581020832
5,349,0.0013495985185727477,
5,377,,0.07262953370809555
6,399,0.0019369121873751283,
6,440,,0.045186642557382584
7,449,0.02052129991352558,
7,499,0.0068016634322702885,
7,503,,0.004013348836451769
8,549,0.0057582007721066475,
8,566,,0.021487442776560783
9,599,0.0014352711150422692,
9,629,,0.003856899682432413
10,649,0.0012825230369344354,
10,692,,0.005201656837016344
11,699,0.028040021657943726,
11,749,0.0014974609948694706,
11,755,,0.0050772069953382015
12,799,0.002484481316059828,
12,818,,0.03327842056751251
13,849,0.0010179567616432905,
13,881,,0.004407759290188551
14,899,0.003993763122707605,
14,944,,0.021850354969501495
15,949,0.006772530265152454,
15,999,0.001584213925525546,
15,1007,,0.006034716498106718
16,1049,0.0007512433221563697,
16,1070,,0.006638732273131609
17,1099,0.00098196673206985,
17,1133,,0.010889302007853985
18,1149,0.00025900217588059604,
18,1196,,0.008403460495173931
19,1199,0.012247338891029358,
19,1249,0.0018244294915348291,
19,1259,,0.0038265129551291466
20,1299,0.001064564217813313,
20,1322,,0.005350528284907341
21,1349,0.0002431027387501672,
21,1385,,0.0044602518901228905
22,1399,0.000583549786824733,
22,1448,,0.00399651937186718
23,1449,0.004934514407068491,
23,1499,0.0016843939665704966,
23,1511,,0.0026196870021522045
24,1549,0.0006985686486586928,
24,1574,,0.0043237414211034775
25,1599,0.00018054837710224092,
25,1637,,0.0018111863173544407
26,1649,7.605396240251139e-05,
26,1699,0.0025836420245468616,
26,1700,,0.004914040211588144
27,1749,0.003411367069929838,
27,1763,,0.0015530086820945144
28,1799,0.000634083931799978,
28,1826,,0.0021680560894310474
29,1849,9.1475376393646e-05,
29,1889,,0.0034804674796760082
