epoch,step,train_loss,val_loss
0,49,0.041442275047302246,
0,62,,0.015612872317433357
1,99,0.002375480253249407,
1,125,,0.007324411068111658
2,149,0.0016171023016795516,
2,188,,0.002373657189309597
3,199,0.0011683288030326366,
3,249,0.0009433611412532628,
3,251,,0.007423114031553268
4,299,0.000920343678444624,
4,314,,0.0022471779957413673
5,349,0.0009118926827795804,
5,377,,0.0025916944723576307
6,399,0.0011270660907030106,
6,440,,0.0029617538675665855
7,449,0.000971933186519891,
7,499,0.0007453900179825723,
7,503,,0.0013473627623170614
8,549,0.0006208215490914881,
8,566,,0.0012815141817554832
9,599,0.000797176908235997,
9,629,,0.003834066679701209
10,649,0.0009120224858634174,
10,692,,0.0014301228802651167
11,699,0.00028429439407773316,
11,749,0.0009791634511202574,
11,755,,0.0016149753937497735
12,799,0.0007334816618822515,
12,818,,0.0028156409971415997
13,849,0.00047946497215889394,
13,881,,0.0018825691659003496
