epoch,step,train_loss,val_loss
0,49,0.0686880424618721,
0,62,,0.21273046731948853
1,99,0.020667361095547676,
1,125,,0.11686103045940399
2,149,0.006216560490429401,
2,188,,0.0670635923743248
3,199,0.012112432159483433,
3,249,0.007879840210080147,
3,251,,0.025797272101044655
4,299,0.0016572631429880857,
4,314,,0.015460112132132053
5,349,0.0004545528790913522,
5,377,,0.010739182122051716
6,399,0.00040274113416671753,
6,440,,0.00523082260042429
7,449,0.00453641451895237,
7,499,0.001688673859462142,
7,503,,0.004880551248788834
8,549,0.00028139472124166787,
8,566,,0.00417303154245019
9,599,0.0001624183787498623,
9,629,,0.005332040134817362
10,649,0.00031981576466932893,
10,692,,0.009272847324609756
11,699,0.0021191807463765144,
11,749,0.000563219771720469,
11,755,,0.014544682577252388
12,799,0.00017789150297176093,
12,818,,0.014550866559147835
13,849,0.0002154193352907896,
13,881,,0.009862884879112244
