epoch,step,train_loss,val_loss
0,49,0.012925712391734123,
0,62,,0.035885460674762726
1,99,0.01078575849533081,
1,125,,0.03139953315258026
2,149,0.0006595445447601378,
2,188,,0.03200717270374298
3,199,0.010956741869449615,
3,249,0.0009524452616460621,
3,251,,0.014070908538997173
4,299,0.06591667979955673,
4,314,,0.008443606086075306
5,349,0.00039341169758699834,
5,377,,0.007525488268584013
6,399,5.428110671346076e-05,
6,440,,0.006856265012174845
7,449,0.00013675175432581455,
7,499,0.013244876638054848,
7,503,,0.006780202966183424
8,549,0.003649479942396283,
8,566,,0.006411163602024317
9,599,3.8171219784999266e-05,
9,629,,0.006194501183927059
10,649,0.00011972436914220452,
10,692,,0.005973423831164837
11,699,7.839054160285741e-05,
11,749,0.015607218258082867,
11,755,,0.005717054475098848
12,799,0.0034276912920176983,
12,818,,0.005567517131567001
13,849,4.2558705899864435e-05,
13,881,,0.0055313147604465485
14,899,0.0001205707885674201,
14,944,,0.005471741780638695
15,949,0.0003107215743511915,
15,999,0.010500898584723473,
15,1007,,0.0052022552117705345
16,1049,0.01164931245148182,
16,1070,,0.005162808112800121
17,1099,0.0001142888650065288,
17,1133,,0.005099991802126169
18,1149,0.0001626516313990578,
18,1196,,0.005160880275070667
19,1199,0.0007176146609708667,
19,1249,0.006449511740356684,
19,1259,,0.0049983421340584755
20,1299,0.001699951128102839,
20,1322,,0.004968324210494757
21,1349,0.00013665150618180633,
21,1385,,0.004904106725007296
22,1399,0.00018379263929091394,
22,1448,,0.00495138531550765
23,1449,0.0009177980828098953,
23,1499,0.003182385116815567,
23,1511,,0.005342418327927589
24,1549,0.001388169010169804,
24,1574,,0.004798640962690115
25,1599,0.00010440977348480374,
25,1637,,0.0047711580991744995
26,1649,0.000276857492281124,
26,1699,0.0007393738487735391,
26,1700,,0.004745802842080593
27,1749,0.007455910090357065,
27,1763,,0.004621760454028845
28,1799,0.00026519442326389253,
28,1826,,0.004666452761739492
29,1849,0.00012911780504509807,
29,1889,,0.0046791983768343925
