epoch,step,train_loss,val_loss
0,49,0.044105157256126404,
0,62,,0.00454265670850873
1,99,0.006488452199846506,
1,125,,0.0030583597254008055
2,149,0.005342165939509869,
2,188,,0.0011019888333976269
3,199,0.0034452504478394985,
3,249,0.002979142591357231,
3,251,,0.0011105884332209826
4,299,0.0026033660396933556,
4,314,,0.0008740617195144296
5,349,0.002093604067340493,
5,377,,0.0006720541859976947
6,399,0.0025744764134287834,
6,440,,0.0011888165026903152
7,449,0.002259801607578993,
7,499,0.0024663317017257214,
7,503,,0.0003571616252884269
8,549,0.002117906231433153,
8,566,,0.00036165074561722577
9,599,0.0023516337387263775,
9,629,,0.00039728375850245357
10,649,0.0016795977717265487,
10,692,,0.00042939811828546226
11,699,0.0014562008436769247,
11,749,0.0011757645988836884,
11,755,,0.0012865347089245915
12,799,0.0017195172840729356,
12,818,,0.0006894994294270873
