epoch,step,train_loss,val_loss
0,49,0.0011606289772316813,
0,61,,0.0007516599143855274
1,99,0.0033458820544183254,
1,123,,0.0007727560005150735
2,149,0.00019940247875638306,
2,185,,0.0010737733682617545
3,199,0.00045364699326455593,
3,247,,0.0005161092849448323
4,249,0.0008906290167942643,
4,299,0.001063878065906465,
4,309,,0.0004732680681627244
5,349,0.0002536289975978434,
5,371,,0.0004850574187003076
6,399,0.0010251683415845037,
6,433,,0.00046547423698939383
7,449,6.0400117945391685e-05,
7,495,,0.00045181618770584464
8,499,0.0022282362915575504,
8,549,0.0006923085893504322,
8,557,,0.00041708050412125885
9,599,0.00024976831628009677,
9,619,,0.0005015390343032777
10,649,0.0005672303377650678,
10,681,,0.0005179201834835112
11,699,0.0002602064632810652,
11,743,,0.0005353685119189322
12,749,0.0004246209282428026,
12,799,0.0004391821566969156,
12,805,,0.000416288326960057
13,849,0.00016801095625851303,
13,867,,0.00040531373815611005
14,899,0.0006402108701877296,
14,929,,0.0006553910207003355
15,949,0.0005067786551080644,
15,991,,0.0007943222881294787
16,999,0.0008250375976786017,
16,1049,0.00013383636542130262,
16,1053,,0.0006195565802045166
17,1099,0.0006883947062306106,
17,1115,,0.0005199647857807577
18,1149,0.0006871774094179273,
18,1177,,0.00042318625492043793
