epoch,step,train_loss,val_loss
0,49,0.0006860526045784354,
0,62,,0.008706503547728062
1,99,0.036219947040081024,
1,125,,0.01413747575134039
2,149,0.010153857991099358,
2,188,,0.031123662367463112
3,199,0.01940004713833332,
3,249,0.031658582389354706,
3,251,,0.036298755556344986
4,299,0.006758085452020168,
4,314,,0.011098798364400864
5,349,0.0011159991845488548,
5,377,,0.007475686725229025
6,399,0.00011240021558478475,
6,440,,0.006609490606933832
7,449,0.00012363606947474182,
7,499,0.0006131694535724819,
7,503,,0.0044563389383256435
8,549,0.00024278651108033955,
8,566,,0.0030274942982941866
9,599,0.00010956259211525321,
9,629,,0.004060190636664629
10,649,0.00026877023628912866,
10,692,,0.002844792790710926
11,699,0.00017629077774472535,
11,749,0.0006974184070713818,
11,755,,0.0030052091460675
12,799,0.0011969840852543712,
12,818,,0.002854326507076621
13,849,6.124198262114078e-05,
13,881,,0.0029952304903417826
14,899,5.643555778078735e-05,
14,944,,0.003211948089301586
