epoch,step,train_loss,val_loss
0,49,0.017637057229876518,
0,62,,0.03743245452642441
1,99,0.010143561288714409,
1,125,,0.038023948669433594
2,149,0.0012340099783614278,
2,188,,0.02879447117447853
3,199,0.009243346750736237,
3,249,0.0015768067678436637,
3,251,,0.010845981538295746
4,299,0.06115647032856941,
4,314,,0.007705789990723133
5,349,0.0004757655842695385,
5,377,,0.007067371159791946
6,399,0.00011609911598498002,
6,440,,0.007153719663619995
7,449,0.00010404524073237553,
7,499,0.012167521752417088,
7,503,,0.006515787914395332
8,549,0.0038987123407423496,
8,566,,0.006468647159636021
9,599,0.0001371007674606517,
9,629,,0.00628534983843565
10,649,8.512278145644814e-05,
10,692,,0.006400702055543661
11,699,0.00017336463497485965,
11,749,0.017028136178851128,
11,755,,0.0058103264309465885
12,799,0.004180342424660921,
12,818,,0.005587466061115265
13,849,9.787377348402515e-05,
13,881,,0.005394110456109047
14,899,0.00012432149378582835,
14,944,,0.005449253600090742
