epoch,step,train_loss,val_loss
0,49,0.05621685832738876,
0,62,,0.019260872155427933
1,99,0.027777433395385742,
1,125,,0.04603671282529831
2,149,0.011007610708475113,
2,188,,0.035456255078315735
3,199,0.032196398824453354,
3,249,0.03229859471321106,
3,251,,0.029538359493017197
4,299,0.007473137229681015,
4,314,,0.004885716829448938
5,349,0.009119505062699318,
5,377,,0.0014761805068701506
6,399,0.001690146280452609,
6,440,,0.0014031488681212068
7,449,0.008311217650771141,
7,499,0.0044511957094073296,
7,503,,0.0012074748519808054
8,549,0.004395056050270796,
8,566,,0.0017074340721592307
9,599,0.001317099784500897,
9,629,,0.0017165759345516562
10,649,0.0007306004990823567,
10,692,,0.0018482216401025653
11,699,0.0012594126164913177,
11,749,0.00207541068084538,
11,755,,0.002164596226066351
12,799,0.002326917601749301,
12,818,,0.005543454550206661
13,849,0.0006950752576813102,
13,881,,0.0023744716309010983
14,899,0.0005543818697333336,
14,944,,0.004101504106074572
15,949,0.0017725082580000162,
15,999,0.0027722246013581753,
15,1007,,0.0014787557302042842
16,1049,0.001449214294552803,
16,1070,,0.003118938533589244
17,1099,0.00043374631786718965,
17,1133,,0.001969260396435857
