epoch,step,train_loss,val_loss
0,49,0.0213167704641819,
0,62,,0.10756143927574158
1,99,0.002135506132617593,
1,125,,0.08875375986099243
2,149,0.0011154378298670053,
2,188,,0.0954890251159668
3,199,0.004686173051595688,
3,249,0.01727338694036007,
3,251,,0.08930271118879318
4,299,0.001626566401682794,
4,314,,0.04305051267147064
5,349,0.0003532574337441474,
5,377,,0.012302432209253311
6,399,0.0015174226136878133,
6,440,,0.02378959208726883
7,449,0.0024608951061964035,
7,499,0.0037241477984935045,
7,503,,0.02564540132880211
8,549,0.0003423717280384153,
8,566,,0.024182336404919624
9,599,0.00015559788153041154,
9,629,,0.010537132620811462
10,649,0.001156220561824739,
10,692,,0.01646716706454754
11,699,0.0010182743426412344,
11,749,0.00028907222440466285,
11,755,,0.10144782066345215
12,799,0.00026932527543976903,
12,818,,0.01403097901493311
13,849,0.0002449388266541064,
13,881,,0.020704399794340134
14,899,0.0008032514015212655,
14,944,,0.06239653006196022
