epoch,step,train_loss,val_loss
0,49,0.00017541991837788373,
0,62,,0.280313104391098
1,99,0.0003321608528494835,
1,125,,0.2608947157859802
2,149,0.00040234095649793744,
2,188,,0.15913188457489014
3,199,0.001999568659812212,
3,249,0.015872856602072716,
3,251,,0.18241244554519653
4,299,0.007168082054704428,
4,314,,0.019508667290210724
5,349,2.1471101717907004e-05,
5,377,,0.16727234423160553
6,399,0.00034317493555136025,
6,440,,0.02472829632461071
7,449,0.002472731750458479,
7,499,6.665651744697243e-05,
7,503,,0.04378436505794525
8,549,0.0022303119767457247,
8,566,,0.038363195955753326
9,599,4.9495964049128816e-05,
9,629,,0.01397964358329773
10,649,4.1776092984946445e-05,
10,692,,0.01664488948881626
11,699,6.83370599290356e-05,
11,749,5.6692260841373354e-05,
11,755,,0.012647858820855618
12,799,3.113170532742515e-05,
12,818,,0.012763803824782372
13,849,2.0962575945304707e-05,
13,881,,0.012799501419067383
14,899,3.869284046231769e-05,
14,944,,0.013126376084983349
15,949,0.00010838698653969914,
15,999,3.256962736486457e-05,
15,1007,,0.013744243420660496
16,1049,3.295947681181133e-05,
16,1070,,0.013907956890761852
