epoch,step,train_loss,val_loss
0,49,0.001566559076309204,
0,61,,0.0013032655697315931
1,99,0.0005649165832437575,
1,123,,0.0006145734223537147
2,149,0.0011000775266438723,
2,185,,0.0006179489428177476
3,199,0.0009036798728629947,
3,247,,0.00045451673213392496
4,249,0.0006060396553948522,
4,299,0.00043324154103174806,
4,309,,0.0005647634970955551
5,349,0.0006526069482788444,
5,371,,0.00045665906509384513
6,399,0.00042721693171188235,
6,433,,0.00047733483370393515
7,449,0.00039698724867776036,
7,495,,0.00037620862713083625
8,499,0.00022172874014358968,
8,549,0.0003568829270079732,
8,557,,0.0004165362333878875
9,599,0.00037438771687448025,
9,619,,0.0005412402679212391
10,649,0.0007444606744684279,
10,681,,0.0005501756095327437
11,699,0.0007968417485244572,
11,743,,0.0008299603359773755
12,749,0.00038622383726760745,
12,799,0.0003787236346397549,
12,805,,0.00047829936374910176
