epoch,step,train_loss,val_loss
0,49,0.006961843930184841,
0,62,,0.013660451397299767
1,99,0.03291229531168938,
1,125,,0.0509919673204422
2,149,0.0038883716333657503,
2,188,,0.03614320605993271
3,199,0.003896191716194153,
3,249,0.004812115803360939,
3,251,,0.011563161388039589
4,299,0.0005396413034759462,
4,314,,0.00562948128208518
5,349,0.0010050644632428885,
5,377,,0.0057911635376513
6,399,0.00015165396325755864,
6,440,,0.004345512017607689
7,449,0.00013863212370779365,
7,499,0.0010001629125326872,
7,503,,0.0034023926127701998
8,549,0.000653207243885845,
8,566,,0.002738169627264142
9,599,0.00015469046775251627,
9,629,,0.002305092988535762
10,649,0.00043191859731450677,
10,692,,0.0019482957432046533
11,699,0.000342537765391171,
11,749,0.000897779711522162,
11,755,,0.0020111624617129564
12,799,0.0007120975060388446,
12,818,,0.0019508589757606387
13,849,9.945108467945829e-05,
13,881,,0.0015278470236808062
14,899,0.00011789896234404296,
14,944,,0.0015836440725252032
15,949,0.00012646247341763228,
15,999,0.0017069948371499777,
15,1007,,0.0016464341897517443
16,1049,0.002001779852434993,
16,1070,,0.0014821547083556652
17,1099,8.911746408557519e-05,
17,1133,,0.0018688830314204097
18,1149,0.00028786054463125765,
18,1196,,0.0017267437651753426
19,1199,0.0006265779375098646,
19,1249,0.0015665000537410378,
19,1259,,0.0015699961222708225
