epoch,step,train_loss,val_loss
0,49,0.06544511765241623,
0,62,,0.1298711895942688
1,99,0.018198300153017044,
1,125,,0.13740962743759155
2,149,0.006417666561901569,
2,188,,0.12038291245698929
3,199,0.0065451920963823795,
3,249,0.008707510307431221,
3,251,,0.08067289739847183
4,299,0.0016955554019659758,
4,314,,0.04873763769865036
5,349,0.0003180258208885789,
5,377,,0.024776224046945572
6,399,0.0003780923434533179,
6,440,,0.01639951765537262
7,449,0.0017687184736132622,
7,499,0.0021410223562270403,
7,503,,0.01816585287451744
8,549,0.0004157527000643313,
8,566,,0.013170260936021805
9,599,0.00014450494199991226,
9,629,,0.013947985135018826
10,649,0.00029360767803154886,
10,692,,0.01830725185573101
11,699,0.0015449321363121271,
11,749,0.0005853842594660819,
11,755,,0.018298599869012833
12,799,0.00012341976980678737,
12,818,,0.020608240738511086
13,849,0.0002558137639425695,
13,881,,0.023912811651825905
